P,q
0.1,0.2215849747
0.3,0.6235785522
0.5,1.0034429118
0.7,1.2867539187
0.9,1.6600072515
1.0,1.8506714214
2.0,2.8595464706
3.0,3.2556456011
4.0,3.4863611898
5.0,3.5869443409
6.0,3.6280744819
7.0,3.7399919225
8.0,3.779064786
9.0,3.8329315555
10.0,3.8661947287
20.0,4.0147193818
30.0,4.0529061519
40.0,4.0731399005
50.0,4.093558573
