P,q
0.1,0.0567730594
0.3,0.1632350063
0.5,0.2606125703
0.7,0.3600986994
0.9,0.4635700814
1.0,0.5025037704
2.0,0.9038527631
3.0,1.2032776662
4.0,1.4400047239
5.0,1.6411570605
6.0,1.792405969
7.0,1.9217349029
8.0,2.032444319
9.0,2.1337572932
10.0,2.2268722185
20.0,2.6965361178
30.0,2.9216519819
40.0,3.0529594562
50.0,3.1352780085
