P,q
0.1,0.0530095705
0.3,0.1546483285
0.5,0.2488150081
0.7,0.3493384443
0.9,0.4461345095
1.0,0.4814202871
2.0,0.8405134632
3.0,1.1580854614
4.0,1.4066635359
5.0,1.5628894958
6.0,1.8034696148
7.0,1.9360888925
8.0,2.0763247203
9.0,2.1877875565
10.0,2.2694083103
20.0,2.9145497512
30.0,3.2638708588
40.0,3.4628546747
50.0,3.5869905718
