P,q
0.1,0.0702103758
0.3,0.198446381
0.5,0.3018216892
0.7,0.4030703735
0.9,0.474647452
1.0,0.5124903793
2.0,0.8447580429
3.0,1.0350793332
4.0,1.1978758678
5.0,1.314701495
6.0,1.4027454623
7.0,1.4773911205
8.0,1.5320187746
9.0,1.5960717649
10.0,1.6523608439
20.0,1.9258256202
30.0,2.0389296553
40.0,2.1355003447
50.0,2.1557639508
