P,q
0.1,0.0528650988
0.3,0.1551973211
0.5,0.2711029523
0.7,0.3901754039
0.9,0.4452318501
1.0,0.4908849197
2.0,0.8545514931
3.0,1.2250879868
4.0,1.4842772215
5.0,1.6595526471
6.0,1.8391506671
7.0,2.0025770984
8.0,2.1612417413
9.0,2.168671056
10.0,2.2304078754
20.0,2.7028928744
30.0,2.9303907884
40.0,3.0711039509
50.0,3.129059078
