P,q
0.1,0.1389355822
0.3,0.3362435258
0.5,0.4854654958
0.7,0.5910107696
0.9,0.6827792183
1.0,0.730599364
2.0,0.9727513355
3.0,1.1049892078
4.0,1.1495789654
5.0,1.2145450171
6.0,1.2550375562
7.0,1.2879886705
8.0,1.302320267
9.0,1.3117513821
10.0,1.3439916954
20.0,1.4767092139
30.0,1.5112610751
40.0,1.6191178967
50.0,1.6373617879
