P,q
0.1,0.0522566994
0.3,0.1449146318
0.5,0.2221942987
0.7,0.2673110892
0.9,0.3355923628
1.0,0.3490955006
2.0,0.5666491359
3.0,0.6797698142
4.0,0.7776453723
5.0,0.8480375514
6.0,0.9021887954
7.0,0.9405429216
8.0,0.9767972377
9.0,0.997390355
10.0,1.0323354104
20.0,1.1832360264
30.0,1.2494008468
40.0,1.2840435518
50.0,1.3204226915
