P,q
0.1,0.0626891771
0.3,0.1846563471
0.5,0.2935896895
0.7,0.4027938133
0.9,0.5019360996
1.0,0.544973818
2.0,0.9456046829
3.0,1.240515257
4.0,1.4846675429
5.0,1.6457295911
6.0,1.7916212811
7.0,1.9083247265
8.0,2.0093426687
9.0,2.091987108
10.0,2.1546102408
20.0,2.5746316899
30.0,2.7555169118
40.0,2.8686473646
50.0,2.9464408557
