P,q
0.1,0.1322744718
0.3,0.3425598303
0.5,0.5054623108
0.7,0.6242989846
0.9,0.7408048477
1.0,0.7835415144
2.0,1.1143317136
3.0,1.2835177517
4.0,1.4441433576
5.0,1.4884056459
6.0,1.5669520411
7.0,1.6616561556
8.0,1.6992419233
9.0,1.7292958976
10.0,1.7895040133
20.0,2.1256955293
30.0,2.2852809387
40.0,2.4201019658
50.0,2.4883234473
