P,q
0.1,0.0821601149
0.3,0.2256301834
0.5,0.3374320467
0.7,0.4417522001
0.9,0.5369455922
1.0,0.5666759498
2.0,0.8592023274
3.0,1.0426929939
4.0,1.168768665
5.0,1.277923806
6.0,1.3261503988
7.0,1.4057755163
8.0,1.4546300796
9.0,1.5170071977
10.0,1.5430121108
20.0,1.7753419303
30.0,1.8918439408
40.0,1.9783150924
50.0,1.9874726744
