P,q
0.1,0.0446458952
0.3,0.1368898623
0.5,0.2149409258
0.7,0.2973608147
0.9,0.3682097556
1.0,0.4125023142
2.0,0.7784236374
3.0,1.0989824857
4.0,1.3701798812
5.0,1.6196388205
6.0,1.7862551879
7.0,1.9654727932
8.0,2.1223245221
9.0,2.2346558399
10.0,2.3679363854
20.0,3.0501864244
30.0,3.3640946193
40.0,3.5831038693
50.0,3.7173948914
