P,q
0.1,0.0751907982
0.3,0.2034662923
0.5,0.365964252
0.7,0.4464600525
0.9,0.552475341
1.0,0.5680898466
2.0,0.9866649271
3.0,1.3092260161
4.0,1.5605413485
5.0,1.7731189918
6.0,1.9457107103
7.0,2.0511057335
8.0,2.15109944
9.0,2.2438117707
10.0,2.3025828742
20.0,2.9000601989
30.0,3.1693324053
40.0,3.3570416466
50.0,3.4433047589
