P,q
0.1,0.0003380639
0.3,0.001280742
0.5,0.0020771424
0.7,0.0028182825
0.9,0.0049246804
1.0,0.0050482037
2.0,0.0101289136
3.0,0.0146960265
4.0,0.0171632426
5.0,0.0234986896
6.0,0.0306402888
7.0,0.0296000923
8.0,0.0339786695
9.0,0.0379119126
10.0,0.0511809195
20.0,0.0855821689
30.0,0.1220053002
40.0,0.1368281007
50.0,0.169890097
