P,q
0.1,0.7083218218
0.3,1.0320049746
0.5,1.2456548391
0.7,1.3443759903
0.9,1.4298931469
1.0,1.4347365619
2.0,1.6720704009
3.0,1.8612821483
4.0,1.8973184566
5.0,1.9191495811
6.0,1.9780637116
7.0,2.028058157
8.0,2.0551227702
9.0,2.0507734485
10.0,2.103361884
20.0,2.2376252501
30.0,2.373734965
40.0,2.4020543153
50.0,2.4118256614
