P,q
0.1,0.0482022734
0.3,0.1411199949
0.5,0.2162546899
0.7,0.3047039004
0.9,0.3870549589
1.0,0.4369193796
2.0,0.8371826672
3.0,1.1919958681
4.0,1.5009277339
5.0,1.807187595
6.0,2.0566808979
7.0,2.3001237244
8.0,2.4827475605
9.0,2.6734632587
10.0,2.7998016276
20.0,3.774041022
30.0,4.2333874721
40.0,4.464709842
50.0,4.6268071334
