P,q
0.1,0.0787439274
0.3,0.214293092
0.5,0.3352374772
0.7,0.4319442326
0.9,0.5113101766
1.0,0.5734151625
2.0,0.9559342997
3.0,1.1989956552
4.0,1.3700880197
5.0,1.5299168421
6.0,1.6349998063
7.0,1.7292689295
8.0,1.7949463075
9.0,1.8358270816
10.0,1.9345764047
20.0,2.2542970918
30.0,2.4181606158
40.0,2.5207723253
50.0,2.5460102247
