P,q
0.1,0.0724730173
0.3,0.2008546714
0.5,0.3155656603
0.7,0.4172669157
0.9,0.5135060692
1.0,0.5771472615
2.0,1.0247074395
3.0,1.3309960879
4.0,1.5580414523
5.0,1.7656458433
6.0,1.9002258701
7.0,2.0459937883
8.0,2.1485682951
9.0,2.2176715893
10.0,2.3054384919
20.0,2.8054348482
30.0,3.0750126926
40.0,3.2278008672
50.0,3.3519943391
