P,q
0.1,0.0312775083
0.3,0.0859279379
0.5,0.1380365713
0.7,0.185873827
0.9,0.2258209994
1.0,0.2402051723
2.0,0.3774404071
3.0,0.4746305686
4.0,0.5551086926
5.0,0.6151110352
6.0,0.6473929337
7.0,0.6823507888
8.0,0.7080588266
9.0,0.737972975
10.0,0.7568678388
20.0,0.873565651
30.0,0.9400802131
40.0,0.9686817649
50.0,0.9825764336
