P,q
0.1,0.0355313795
0.3,0.0974967532
0.5,0.1609270703
0.7,0.2145925425
0.9,0.2757734347
1.0,0.3017740136
2.0,0.4991946452
3.0,0.6996275126
4.0,0.8533425536
5.0,1.0007470691
6.0,1.1487193586
7.0,1.2661965533
8.0,1.3598012379
9.0,1.4504673672
10.0,1.5403836883
20.0,2.1020161297
30.0,2.3469867448
40.0,2.5145970778
50.0,2.6177455654
