P,q
0.1,0.0567831724
0.3,0.1605427755
0.5,0.2541431259
0.7,0.3157689909
0.9,0.3890450571
1.0,0.4122587761
2.0,0.6218814908
3.0,0.7727273232
4.0,0.8772612948
5.0,0.9404936856
6.0,0.9929427058
7.0,1.0263098987
8.0,1.0667677645
9.0,1.1160730797
10.0,1.1465277223
20.0,1.3340058088
30.0,1.4687170373
40.0,1.5094233946
50.0,1.568419874
