P,q
0.1,0.0706673193
0.3,0.1928227153
0.5,0.2935104365
0.7,0.4060134692
0.9,0.4875285522
1.0,0.5269338383
2.0,0.8420341314
3.0,1.0968261418
4.0,1.2494642493
5.0,1.3768008146
6.0,1.5177854188
7.0,1.5896052098
8.0,1.6634888828
9.0,1.7160435738
10.0,1.7934936348
20.0,2.1058795104
30.0,2.2670802514
40.0,2.3544138306
50.0,2.4433423777
