P,q
0.1,0.0680245184
0.3,0.1818436887
0.5,0.2628576612
0.7,0.3159510253
0.9,0.3862466395
1.0,0.3982695776
2.0,0.5759438119
3.0,0.6641784819
4.0,0.7271883862
5.0,0.7744219767
6.0,0.8197702109
7.0,0.8441281461
8.0,0.8690841943
9.0,0.89556153
10.0,0.9087676917
20.0,1.0018349413
30.0,1.0660107326
40.0,1.1038608836
50.0,1.116746318
