P,q
0.1,0.0265076747
0.3,0.0819891567
0.5,0.1126619517
0.7,0.1666741561
0.9,0.2113072552
1.0,0.2226323948
2.0,0.3639084192
3.0,0.4651108725
4.0,0.5847118018
5.0,0.6757376658
6.0,0.7305256834
7.0,0.7772781829
8.0,0.8195491691
9.0,0.8614560865
10.0,0.9255018532
20.0,1.1605949355
30.0,1.3308491013
40.0,1.3899365979
50.0,1.4319865424
