P,q
0.1,0.0893572154
0.3,0.2464789001
0.5,0.3894019023
0.7,0.5251302118
0.9,0.6207849503
1.0,0.6591248605
2.0,1.057931873
3.0,1.2693864893
4.0,1.4500469545
5.0,1.556212012
6.0,1.6588664063
7.0,1.7459655284
8.0,1.7949674529
9.0,1.8430115298
10.0,1.8966986728
20.0,2.1495141034
30.0,2.2760843494
40.0,2.3797919427
50.0,2.4025809148
