P,q
0.1,0.0162725743
0.3,0.0423099935
0.5,0.0753297319
0.7,0.0973818982
0.9,0.1419543191
1.0,0.1408946189
2.0,0.2998561512
3.0,0.3907238187
4.0,0.5235829195
5.0,0.553872142
6.0,0.7306145335
7.0,0.7400998256
8.0,0.7631856871
9.0,0.8563222833
10.0,0.9015838344
20.0,1.3019554758
30.0,1.44838264
40.0,1.5643060412
50.0,1.6496411634
