P,q
0.1,0.0885515447
0.3,0.2291957459
0.5,0.3410669556
0.7,0.432467483
0.9,0.5174053079
1.0,0.5498594394
2.0,0.8397294632
3.0,1.0147810539
4.0,1.1739407532
5.0,1.2924961887
6.0,1.3836135515
7.0,1.4578932146
8.0,1.5083369671
9.0,1.5644112648
10.0,1.6126821623
20.0,1.871748885
30.0,1.9989379516
40.0,2.0575048684
50.0,2.0949577221
