P,q
0.1,0.0676682511
0.3,0.2022696811
0.5,0.3180019461
0.7,0.4262760021
0.9,0.5432981109
1.0,0.5553990638
2.0,1.0167019501
3.0,1.3447001848
4.0,1.5870590399
5.0,1.7752028522
6.0,1.9113992502
7.0,2.0466976118
8.0,2.1625512331
9.0,2.2250670441
10.0,2.3115975255
20.0,2.7516214583
30.0,2.9487699052
40.0,3.0733265041
50.0,3.1458940808
