P,q
0.1,0.0168078421
0.3,0.0547923518
0.5,0.0848193581
0.7,0.1212825803
0.9,0.1503083975
1.0,0.1495585891
2.0,0.3034860037
3.0,0.4113067074
4.0,0.5393115577
5.0,0.6248720558
6.0,0.7086772223
7.0,0.8020391943
8.0,0.871381295
9.0,0.915897372
10.0,0.9689040531
20.0,1.4020635557
30.0,1.6051099169
40.0,1.7728719452
50.0,1.8297706949
