P,q
0.1,0.1312445489
0.3,0.3408402955
0.5,0.5133844989
0.7,0.6218217758
0.9,0.7524961429
1.0,0.8140449564
2.0,1.1299719031
3.0,1.331461822
4.0,1.4098592508
5.0,1.4928643649
6.0,1.5439033409
7.0,1.5958309786
8.0,1.6194241768
9.0,1.6660763487
10.0,1.6784302877
20.0,1.808375233
30.0,1.8862538476
40.0,1.9220571551
50.0,1.9201565491
