P,q
0.1,0.1044431608
0.3,0.2809669873
0.5,0.4223470313
0.7,0.5471260341
0.9,0.6462963892
1.0,0.683743464
2.0,1.0165617713
3.0,1.2351962203
4.0,1.4039482928
5.0,1.4890512282
6.0,1.583149387
7.0,1.6765986612
8.0,1.7425619807
9.0,1.7826813699
10.0,1.8475351464
20.0,2.1366924429
30.0,2.2949756804
40.0,2.4048947329
50.0,2.4552551045
