P,q
0.1,0.1062147665
0.3,0.3014874779
0.5,0.4537825223
0.7,0.5716885841
0.9,0.6998853144
1.0,0.7431403671
2.0,1.1286072337
3.0,1.3300269501
4.0,1.4946502496
5.0,1.5966391642
6.0,1.686121749
7.0,1.7466192363
8.0,1.8378722955
9.0,1.8561352356
10.0,1.8959144053
20.0,2.191186388
30.0,2.3600834826
40.0,2.4906910716
50.0,2.5738828217
