P,q
0.1,0.0310729817
0.3,0.0912541293
0.5,0.1495687022
0.7,0.2052076584
0.9,0.2630657005
1.0,0.2907291491
2.0,0.5165615929
3.0,0.6855241814
4.0,0.8148841767
5.0,0.9530396114
6.0,1.0321523358
7.0,1.1125479692
8.0,1.2046804868
9.0,1.2773728871
10.0,1.315744581
20.0,1.6443195469
30.0,1.800892239
40.0,1.8850383587
50.0,1.9400416393
