P,q
0.1,0.050016456
0.3,0.1559234191
0.5,0.255374365
0.7,0.3586706387
0.9,0.4432678503
1.0,0.4872307705
2.0,0.8981097565
3.0,1.2569326855
4.0,1.5704438381
5.0,1.8536818725
6.0,2.0150333498
7.0,2.2175847678
8.0,2.3838530433
9.0,2.4832713556
10.0,2.610754578
20.0,3.2207421354
30.0,3.5037354178
40.0,3.6596588369
50.0,3.7981722216
