P,q
0.1,0.1088565661
0.3,0.3065285785
0.5,0.4439963278
0.7,0.6040421205
0.9,0.6983648296
1.0,0.7702192938
2.0,1.196341578
3.0,1.4646140399
4.0,1.7172026499
5.0,1.8569530526
6.0,2.0251008205
7.0,2.0946899678
8.0,2.2230964496
9.0,2.2519561242
10.0,2.3668689456
20.0,2.8457291935
30.0,3.1545635409
40.0,3.2735793597
50.0,3.3200125767
