P,q
0.1,0.0147707906
0.3,0.0468030646
0.5,0.0771536876
0.7,0.1057937652
0.9,0.1313768208
1.0,0.1513890461
2.0,0.2734618868
3.0,0.3839943251
4.0,0.4769878941
5.0,0.5491081864
6.0,0.6387211167
7.0,0.7102866375
8.0,0.7423304692
9.0,0.7933983396
10.0,0.8440905835
20.0,1.1421357814
30.0,1.3131383108
40.0,1.3967758901
50.0,1.4550037798
