P,q
0.1,0.0993772937
0.3,0.2734715183
0.5,0.4341279449
0.7,0.5641062792
0.9,0.7033269522
1.0,0.743863796
2.0,1.146512312
3.0,1.3900569911
4.0,1.5700841884
5.0,1.6983635351
6.0,1.7927710009
7.0,1.8811761476
8.0,1.9318760966
9.0,2.0208591302
10.0,2.0535097433
20.0,2.3122412916
30.0,2.4414606677
40.0,2.5029979234
50.0,2.5341884088
