10	0.0000094563
20	0.0000441295
40	0.0000567380
60	0.0000724985
80	0.0001260844
100	0.0001607576
200	0.0003561885
400	0.0005705320
600	0.0007722671
800	0.0013175823
1000	0.0015382300
2000	0.0030606995
4000	0.0058786864
6000	0.0090969914
8000	0.0125926821
10000	0.0153129537
50000	0.0727002806
100000	0.1482941987
500000	0.6138767058
1000000	1.0538924431
3000000	1.9872418699
5000000	2.4762351029
5000001	2.4545611899
