10	0.0000462310
20	0.0000410942
40	0.0001181458
60	0.0002106077
80	0.0002414283
100	0.0003133431
200	0.0004725831
400	0.0009554398
600	0.0018903324
800	0.0025427026
1000	0.0029125503
2000	0.0056812709
4000	0.0116245172
6000	0.0178502860
8000	0.0238808574
10000	0.0295775386
50000	0.1396277623
100000	0.2521847312
500000	0.7930304182
1000000	1.1433583334
3000000	1.5397220077
5000000	1.6736582256
5000001	1.6862381825
