10	0.0000126084
20	0.0000378253
40	0.0000724985
60	0.0000945633
80	0.0001513013
100	0.0001607576
200	0.0003309716
400	0.0006241179
600	0.0008951994
800	0.0015319258
1000	0.0019353960
2000	0.0032655867
4000	0.0070922490
6000	0.0112026013
8000	0.0137116814
10000	0.0172893270
50000	0.0833859358
100000	0.1678845666
500000	0.6173944613
1000000	0.9292390744
3000000	1.4553547148
5000000	1.6293102466
5000001	1.6520495730
