P,q
1,0.331717985
3,0.912488249
5,1.395881724
6,1.593706965
7,1.762244655
8,1.93668092
9,2.076632688
10,2.183257103
11,2.30561377
13,2.503951634
30,3.301100861
50,3.651265149
