P,q
0.1,0.0243405986
0.3,0.0692366363
0.5,0.1156351801
0.7,0.1699854483
0.9,0.2037282678
1.0,0.2273985175
2.0,0.4164426777
3.0,0.5758354581
4.0,0.7216190007
5.0,0.8412704951
6.0,0.9283753961
7.0,1.0700097104
8.0,1.1400842827
9.0,1.2503335564
10.0,1.3041579475
20.0,2.0400623138
30.0,2.4313784666
40.0,2.7292618562
50.0,2.9560767079
51.0,2.9280780848
