P,q
1,0.443927723
3,1.070044467
5,1.477408983
6,1.659712139
7,1.740670429
8,1.855468612
9,1.948087312
10,2.004736589
11,2.044913064
13,2.183078297
30,2.472220622
50,2.58427093
