P,q
1,0.384950987
3,0.876581605
5,1.160181948
6,1.262917055
7,1.342075007
8,1.428447523
9,1.477602164
10,1.545634875
11,1.589089028
13,1.67470946
30,2.094472642
50,2.357523983
