P,q
0.1,0.0003467322
0.3,0.0012674987
0.5,0.0017066928
0.7,0.0029472235
0.9,0.0042416903
1.0,0.0036715085
2.0,0.0074470366
3.0,0.0115269185
4.0,0.0152369528
5.0,0.0200334145
6.0,0.0212932081
7.0,0.0252767755
8.0,0.0318608342
9.0,0.0375125687
10.0,0.0389149077
20.0,0.0708219728
30.0,0.1155773914
40.0,0.1485824418
50.0,0.1443330463
51.0,0.2015053293
