P,q
1,0.274554316
3,0.75100116
5,1.146692553
6,1.299414589
7,1.465132252
8,1.597816472
9,1.712766062
10,1.837635742
11,1.936838362
13,2.1452105
30,3.119815866
50,3.713619508
