P,q
0.1,0.3858073743
0.3,0.9713619572
0.5,1.3842593315
0.7,1.6452592061
0.9,1.8621641294
1.0,1.9435761721
2.0,2.3486531447
3.0,2.5369002356
4.0,2.5922567798
5.0,2.6641305054
6.0,2.7050522712
7.0,2.7136632892
8.0,2.7443499234
9.0,2.7628235453
10.0,2.7602560522
20.0,2.834608829
30.0,2.8496198193
40.0,2.8632720215
50.0,2.8688009757
51.0,2.863732991
