P,q
1,0.478365894
3,1.083479486
5,1.465385626
6,1.616681521
7,1.739260052
8,1.846780011
9,1.9623134
10,2.038135357
11,2.118805184
13,2.260029069
30,2.886269739
50,3.199219275
