P,q
1,0.011387356
3,0.036073444
5,0.05831216
6,0.068617414
7,0.081157663
8,0.096494909
9,0.104016169
10,0.117982366
11,0.118927219
13,0.145767398
30,0.335128056
50,0.472448122
