P,q
1,0.382772335
3,0.969762511
5,1.348370724
6,1.512022218
7,1.623824446
8,1.727584898
9,1.823339898
10,1.914650087
11,1.99605356
13,2.12180857
30,2.680955098
50,2.966197479
