P,q
0.1,0.0926063848
0.3,0.2605576711
0.5,0.4003196316
0.7,0.5206703692
0.9,0.6227772156
1.0,0.6787513462
2.0,1.0672242952
3.0,1.3875528142
4.0,1.6088083934
5.0,1.7776438467
6.0,1.9483054228
7.0,2.0807628921
8.0,2.1988309763
9.0,2.2795213321
10.0,2.3895683453
20.0,2.9451141923
30.0,3.2395187025
40.0,3.4165254773
50.0,3.5475208927
51.0,3.5744619826
