P,q
1,0.159570341
3,0.436201311
5,0.671429231
6,0.759713744
7,0.855428499
8,0.94588155
9,1.041330474
10,1.097274723
11,1.178160778
13,1.317387887
30,1.907877609
50,2.21206101
