P,q
1,0.462879861
3,1.047572607
5,1.385988686
6,1.520583632
7,1.612565929
8,1.708015576
9,1.783000273
10,1.851639719
11,1.899315241
13,1.995296367
30,2.414348382
50,2.612349242
