P,q
1,0.400024329
3,0.971875118
5,1.383890699
6,1.517239204
7,1.655776215
8,1.764964996
9,1.861304355
10,1.953625441
11,2.032829349
13,2.168976777
30,2.819836917
50,3.199109155
