P,q
1,0.601884719
3,1.210589073
5,1.497933256
6,1.602842428
7,1.671828826
8,1.735161645
9,1.796191116
10,1.844203898
11,1.877234646
13,1.941390382
30,2.225177834
50,2.380238758
