P,q
0.1,0.0861022671
0.3,0.2323734018
0.5,0.3822007084
0.7,0.5106259715
0.9,0.6108749114
1.0,0.6560194404
2.0,1.0146596976
3.0,1.2518570108
4.0,1.4328056971
5.0,1.5415842484
6.0,1.6285316752
7.0,1.6865811424
8.0,1.7746012719
9.0,1.7916539936
10.0,1.8192842137
20.0,2.0832600862
30.0,2.229336184
40.0,2.3154319499
50.0,2.4009881139
51.0,2.3598028328
