P,q
1,0.233528598
3,0.599214602
5,0.884090802
6,1.003719518
7,1.100938878
8,1.201823355
9,1.275049937
10,1.362166466
11,1.424506852
13,1.54230044
30,2.0529769
50,2.304239067
