P,q
1,0.208665129
3,0.633898778
5,1.021544185
6,1.24165157
7,1.435508947
8,1.642084997
9,1.830134563
10,2.055232765
11,2.211497565
13,2.599498376
30,5.338895659
50,7.341847286
