P,q
1,0.507318267
3,1.087081035
5,1.39969732
6,1.527146836
7,1.621818336
8,1.693440947
9,1.767822028
10,1.826466476
11,1.877730605
13,1.969400921
30,2.360718348
50,2.588006999
