P,q
0.1,0.0570451478
0.3,0.163430284
0.5,0.2576682363
0.7,0.3333213441
0.9,0.4159977047
1.0,0.440176495
2.0,0.6765129974
3.0,0.8581004896
4.0,0.9741016647
5.0,1.0458713722
6.0,1.1077052765
7.0,1.1872533424
8.0,1.2058420395
9.0,1.2548352957
10.0,1.2779854472
20.0,1.5097759056
30.0,1.6381554194
40.0,1.7866916302
50.0,1.8581762467
51.0,1.876872816
