P,q
1,0.409514273
3,0.852913225
5,1.095166864
6,1.178530628
7,1.272149081
8,1.323148022
9,1.37066661
10,1.415428656
11,1.450558691
13,1.514628097
30,1.828134335
50,2.007922217
