P,q
1,0.275970522
3,0.65300687
5,0.871482123
6,0.971274936
7,1.037339513
8,1.110664061
9,1.184635022
10,1.230307453
11,1.275778447
13,1.362485315
30,1.758799304
50,1.940320035
