P,q
1,0.383459665
3,0.946556238
5,1.362274179
6,1.520362589
7,1.664763634
8,1.774185619
9,1.887225566
10,1.967428624
11,2.059798831
13,2.201598281
30,2.847825656
50,3.164898569
