P,q
1,0.358265683
3,0.919856198
5,1.319304176
6,1.495407998
7,1.622343062
8,1.753329724
9,1.843338088
10,1.956461541
11,2.053376287
13,2.215194049
30,3.009991019
50,3.452851954
