P,q
0.1,0.0456761851
0.3,0.131810236
0.5,0.2121423018
0.7,0.3048006965
0.9,0.3707664926
1.0,0.4089243684
2.0,0.6617267965
3.0,0.8878308472
4.0,1.0511994899
5.0,1.1986415681
6.0,1.3189287381
7.0,1.4422671513
8.0,1.5058000433
9.0,1.5622075892
10.0,1.6247465157
20.0,2.0612938806
30.0,2.2559319865
40.0,2.4261543685
50.0,2.5367099222
51.0,2.5104334023
